,feature_added,R2,MSE
0,B1,-0.13356851076263765,4.145600512639325
1,B2,0.7360437292633419,0.9653207908395972
2,B3,0.7362150028771839,0.9646944220100085
3,B4,0.762569129078025,0.8683141167606462
4,B5,0.7638556275352794,0.8636092324830165
5,B6,0.7635885526520908,0.8645859584260428
6,B7,0.8290223122776964,0.6252865910985839
7,B8,0.8479980495574964,0.5558899684437048
