,feature_added,R2,MSE
0,B1,0.5987969274222179,0.9972765783867298
1,B2,0.7503092278921011,0.6206601491423771
2,B3,0.7631625078214466,0.5887105557690626
3,B4,0.8166057374035238,0.45586590731433896
4,B5,0.8102812659943778,0.4715867420689009
5,B6,0.8200303935322466,0.447353187498262
6,B7,0.846982590883153,0.38035770069549146
7,B8,0.8738812375133445,0.31349532573351924
