,ids,exp
1869,1326,50
1870,3129,46
1871,1439,639
1872,5721,332
1873,711,108
1874,2172,169
1875,2429,145
1876,3994,90
1877,3667,53
1878,3598,186
1879,4538,43
1880,2264,40
1881,1932,155
1882,4611,112
1883,1560,114
1884,6189,36
1885,2118,24
1886,1111,25
1887,338,35
1888,9,74
1889,5428,7
1890,6541,23
1891,3033,194
1892,62,49
1893,3566,98
1894,5494,10
1895,2008,83
1896,1820,35
1897,3862,37
1898,5792,70
1899,2714,17
1900,270,25
1901,5206,14
1902,5359,17
1903,5205,12
1904,3507,18
1905,5920,22
1906,2362,36
1907,3877,25
1908,2031,12
1909,4823,14
1910,396,123
1911,6571,6
1912,5824,90
1913,2232,179
1914,2291,51
1915,972,245
1916,50,20
1917,4950,320
1918,1098,158
1919,2401,26
1920,2091,108
1921,4196,127
1922,492,178
1923,5002,71
1924,2020,80
1925,5619,29
1926,1767,236
1927,3790,50
1928,165,75
1929,2562,16
1930,5139,12
1931,874,27
1932,4120,11
1933,2905,36
1934,1280,18
1935,6257,24
1936,901,19
1937,5697,13
1938,2623,12
1939,5583,25
1940,13,22
1941,1027,18
1942,3788,61
1943,5730,18
1944,5383,16
1945,1747,12
1946,4347,38
1947,1850,38
1948,679,29
1949,206,30
1950,2018,44
1951,6476,27
1952,5208,20
1953,4298,56
1954,3461,53
1955,2200,21
1956,308,91
1957,4496,24
1958,190,153
1959,768,271
1960,4176,83
1961,5910,209
1962,2190,72
1963,6055,145
1964,2738,133
1965,4692,41
1966,3156,65
1967,6470,24
1968,3037,26
1969,4961,49
1970,4559,7
1971,4292,69
1972,2309,42
1973,3880,40
1974,3652,129
1975,3134,119
1976,5046,178
1977,3506,28
1978,1672,51
1979,4607,60
1980,3030,33
1981,91,61
1982,990,62
1983,6010,140
1984,5726,90
1985,5780,85
1986,1307,76
1987,2777,31
1988,4232,95
1989,4375,76
1990,3490,60
1991,6434,54
1992,1324,38
1993,3834,23
1994,6503,348
1995,1024,14
1996,631,69
1997,4606,47
1998,4584,10
1999,4577,400
2000,1862,22
2001,2519,27
2002,6125,21
2003,407,58
2004,5679,18
2005,1318,34
2006,4435,78
2007,6041,75
2008,5841,74
2009,737,28
2010,3333,49
2011,3122,31
2012,1736,98
2013,4636,136
2014,164,47
2015,3143,45
2016,1125,18
2017,358,6
2018,3932,62
2019,539,123
2020,65,80
2021,6121,33
2022,2856,13
2023,4850,2
2024,895,130
2025,5143,140
2026,5794,112
2027,6506,124
2028,420,36
2029,2415,120
2030,1996,109
2031,4100,6
2032,6428,152
2033,3194,131
2034,284,31
2035,2894,17
2036,721,31
2037,5107,15
2038,4880,44
2039,817,6
2040,5727,108
2041,944,60
2042,2800,24
2043,4681,49
2044,2498,158
2045,3548,101
2046,1969,98
2047,3622,119
2048,954,307
2049,6063,64
2050,2324,43
2051,68,32
2052,1569,43
2053,2321,18
2054,4929,36
2055,1616,22
2056,5090,74
2057,1901,110
2058,2686,25
2059,1617,32
2060,5856,92
2061,3996,168
2062,5397,156
2063,6279,6
2064,3514,112
2065,4915,99
2066,4652,68
2067,4320,54
2068,5129,66
2069,5724,47
2070,3120,133
2071,4276,32
2072,4708,22
2073,1152,67
2074,4395,153
2075,3415,116
2076,2454,65
2077,511,28
2078,2727,59
2079,938,16
2080,2816,43
2081,5448,63
2082,3741,28
2083,2638,78
2084,4566,94
2085,4718,48
2086,547,8
2087,6199,52
2088,6409,19
2089,5972,39
2090,1376,31
2091,2502,43
2092,5762,28
2093,922,18
2094,2485,134
2095,879,67
2096,4788,7
2097,4782,54
2098,6408,69
2099,3155,105
2100,3757,39
2101,3707,67
2102,816,46
2103,3453,23
2104,5317,58
2105,2061,55
2106,2691,21
2107,1641,36
2108,5153,58
2109,4131,2
2110,2086,23
2111,2068,12
2112,5902,18
2113,593,25
2114,6340,11
2115,4838,12
2116,3528,90
2117,125,34
2118,1356,78
2119,1564,6
2120,4944,66
2121,1866,14
2122,761,19
2123,3475,209
2124,3906,21
2125,5943,4
2126,1347,35
2127,2650,22
2128,595,50
2129,4662,44
2130,1238,95
2131,3653,42
2132,4429,52
2133,1598,55
2134,4037,37
2135,2883,60
2136,1902,58
2137,6319,68
2138,1956,73
2139,3975,100
2140,443,58
2141,3500,113
2142,6004,17
2143,928,9
2144,2708,4
2145,4259,19
2146,32,140
2147,4904,53
2148,6414,136
2149,911,78
2150,5527,86
2151,3917,5
2152,2192,32
2153,129,9
2154,410,193
2155,835,108
2156,1212,20
2157,2879,126
2158,5059,145
2159,3694,19
2160,4836,32
2161,426,21
2162,242,25
2163,3137,3
2164,1780,90
2165,1611,44
2166,4940,49
2167,4038,9
2168,5034,43
2169,4096,59
2170,3610,51
2171,5147,85
2172,861,14
2173,4040,66
2174,2762,4
2175,712,16
2176,1409,11
2177,2869,21
2178,3360,86
2179,5378,73
2180,2527,103
2181,301,17
2182,3665,84
2183,2523,16
2184,4305,62
2185,1300,67
2186,3520,28
2187,5925,17
2188,259,62
2189,1458,62
2190,3268,61
2191,5935,62
2192,436,194
2193,5409,160
2194,5623,105
2195,5968,42
2196,4417,9
2197,3452,22
2198,4132,7
2199,1407,22
2200,4389,109
2201,718,90
2202,3921,65
2203,250,42
2204,1179,35
2205,96,74
2206,5134,60
2207,645,48
2208,1497,27
2209,478,14
2210,2320,90
2211,3127,97
2212,5923,117
2213,5194,96
2214,1639,66
2215,3204,12
2216,6379,7
2217,4075,40
2218,1859,19
2219,4246,70
2220,4470,81
2221,856,15
2222,3544,33
2223,2559,25
2224,1980,11
2225,2793,11
2226,3313,11
2227,115,23
2228,6416,24
2229,678,15
2230,4323,12
2231,4548,16
2232,1938,26
2233,4619,11
2234,3436,167
2235,2509,59
2236,6568,24
2237,5294,21
2238,2047,74
2239,1502,35
2240,5642,11
2241,4146,15
2242,5689,27
2243,3752,9
2244,5102,8
2245,6422,164
2246,4155,27
2247,6067,27
2248,983,8
2249,4654,6
2250,192,54
2251,1452,20
2252,2924,6
2253,5078,35
2254,1998,25
2255,5664,37
2256,3119,110
2257,2963,20
2258,6344,80
2259,5037,83
2260,5069,65
2261,510,59
2262,2424,90
2263,265,116
2264,2260,21
2265,5035,9
2266,653,159
2267,1937,97
2268,2295,108
2269,941,56
2270,1316,130
2271,2723,19
2272,1781,39
2273,1410,20
2274,86,59
2275,4206,30
2276,5774,51
2277,4759,17
2278,1476,88
2279,4303,32
2280,445,26
2281,5395,38
2282,4229,12
2283,5531,11
2284,3365,46
2285,4811,59
2286,1628,58
2287,149,54
2288,4877,41
2289,5342,18
2290,6500,41
2291,185,32
2292,4450,62
2293,5259,42
2294,5889,71
2295,2846,52
2296,1273,43
2297,5468,35
2298,3198,46
2299,1320,21
2300,6386,17
2301,4205,215
2302,4814,182
2303,1465,160
2304,496,137
2305,4214,150
2306,3928,122
2307,2036,97
2308,1200,149
2309,257,20
2310,4727,179
2311,971,25
2312,5169,46
2313,5737,179
2314,3182,164
2315,5114,119
2316,2957,70
2317,2569,219
2318,5388,53
2319,104,90
2320,5157,83
2321,955,64
2322,2346,139
2323,3708,37
2324,2958,61
2325,5885,43
2326,5250,2
2327,3985,31
2328,5645,101
2329,3835,15
2330,307,85
2331,4186,144
2332,1348,27
2333,556,61
2334,610,34
2335,3543,23
2336,4405,18
2337,2377,18
2338,6455,14
2339,2573,101
2340,4645,54
2341,2227,52
2342,5834,207
2343,4564,171
2344,455,109
2345,4572,67
2346,4458,29
2347,4758,44
2348,1787,2
2349,315,76
2350,3517,2
2351,1717,30
2352,4655,97
2353,2469,13
2354,2392,12
2355,3486,28
2356,5669,31
2357,3060,7
2358,4682,10
2359,2901,19
2360,6142,13
2361,1366,11
2362,4088,8
2363,5089,3
2364,297,12
2365,4140,32
2366,1908,42
2367,3690,10
2368,3255,89
2369,527,35
2370,3636,86
2371,6418,41
2372,6382,35
2373,3621,196
2374,827,125
2375,4666,43
2376,4641,15
2377,3700,14
2378,5820,8
2379,4896,78
2380,6475,32
2381,2876,44
2382,1915,37
2383,865,26
2384,4702,65
2385,1417,68
2386,5683,22
2387,4621,117
2388,227,29
2389,2196,159
2390,264,293
2391,4612,195
2392,4396,20
2393,1783,14
2394,5121,42
2395,3316,50
2396,3561,126
2397,5108,210
2398,4019,195
2399,5444,207
2400,1333,162
2401,1351,153
2402,5193,34
2403,417,182
2404,4939,264
2405,4800,213
2406,3988,277
2407,692,129
2408,2765,104
2409,4009,168
2410,6020,149
2411,3085,84
2412,5596,118
2413,1464,44
2414,5113,72
2415,1123,63
2416,3395,279
2417,2696,121
2418,4707,47
2419,2687,131
2420,1568,120
2421,3869,87
2422,701,156
2423,1527,64
2424,4044,69
2425,2453,29
2426,3745,34
2427,2234,47
2428,1971,13
2429,84,354
2430,6563,357
2431,4691,265
2432,1358,43
2433,4137,55
2434,3479,28
2435,6192,127
2436,1594,87
2437,1459,65
2438,4168,38
2439,4568,16
2440,4017,15
2441,1430,34
2442,5170,152
2443,3392,16
2444,2806,127
2445,3734,13
2446,2225,34
2447,6144,41
2448,369,20
2449,3742,33
2450,4913,145
2451,6420,12
2452,2928,87
2453,3740,50
2454,4213,14
2455,3730,34
2456,147,39
2457,1001,36
2458,3736,15
2459,638,11
2460,3445,15
2461,2526,50
2462,2728,10
2463,1734,13
2464,5677,25
2465,1496,60
2466,2266,43
2467,673,69
2468,2391,230
2469,2929,63
2470,5348,30
2471,5322,21
2472,2258,34
2473,5818,15
2474,4244,13
2475,0,23
2476,3219,54
2477,991,28
2478,4919,21
2479,3878,42
2480,698,44
2481,2162,135
2482,719,27
2483,5347,20
2484,2899,33
2485,2325,25
2486,5532,67
2487,3377,46
2488,6457,46
2489,2836,18
2490,5257,21
2491,3987,19
2492,1103,106
2493,1894,93
2494,5854,33
2495,3355,55
2496,4312,35
2497,1797,112
2498,2099,76
2499,281,42
2500,5301,23
2501,4992,52
2502,3218,74
2503,4392,68
2504,4322,72
2505,5883,56
2506,5303,63
2507,3927,34
2508,583,40
2509,1776,375
2510,3208,68
2511,4437,35
2512,1260,46
2513,4765,29
2514,4852,21
2515,2803,36
2516,1537,85
2517,5431,36
2518,844,7
2519,5589,8
2520,2674,4
2521,1036,12
2522,6483,9
2523,2281,11
2524,3386,3
2525,90,107
2526,735,24
2527,5251,7
2528,2700,114
2529,2141,59
2530,4448,113
2531,3995,10
2532,2675,11
2533,4030,8
2534,6398,90
2535,5917,12
2536,6181,9
2537,4889,37
2538,261,7
2539,905,125
2540,4639,11
2541,5766,30
2542,568,32
2543,4624,37
2544,2257,33
2545,792,27
2546,2683,26
2547,40,23
2548,4489,8
2549,2451,21
2550,4066,29
2551,3002,50
2552,4203,76
2553,6005,105
2554,4351,31
2555,6380,34
2556,148,21
2557,2353,65
2558,3170,37
2559,5217,3
2560,2002,136
2561,3188,20
2562,375,11
2563,4826,8
2564,2837,16
2565,2982,24
2566,3019,294
2567,5335,91
2568,3427,90
2569,2242,150
2570,3974,65
2571,2914,96
2572,2635,25
2573,3319,25
2574,4706,46
2575,184,82
2576,3746,42
2577,5828,162
2578,3084,67
2579,2329,65
2580,1546,15
2581,2042,39
2582,4087,13
2583,6295,27
2584,5804,99
2585,1240,11
2586,4231,25
2587,2753,6
2588,6044,6
2589,1369,45
2590,2076,4
2591,6166,6
2592,1201,42
2593,1757,9
2594,6112,22
2595,860,75
2596,4982,31
2597,5903,103
2598,196,35
2599,2005,134
2600,3043,101
2601,4817,64
2602,3456,74
2603,6193,118
2604,3171,69
2605,5124,40
2606,1007,16
2607,2197,84
2608,1698,37
2609,1096,25
2610,49,26
2611,2087,79
2612,2649,26
2613,2067,30
2614,6284,23
2615,4182,58
2616,465,10
2617,1292,23
2618,2919,22
2619,4650,21
2620,3065,32
2621,5043,17
2622,3336,14
2623,3688,62
2624,4014,140
2625,1888,181
2626,5483,110
2627,814,159
2628,6358,155
2629,571,57
2630,1321,85
2631,3078,30
2632,5985,24
2633,5028,39
2634,290,318
2635,262,105
2636,2923,28
2637,5117,10
2638,1626,11
2639,5032,232
2640,337,13
2641,189,100
2642,1685,53
2643,4931,39
2644,2396,137
2645,3020,54
2646,447,173
2647,5181,92
2648,3732,94
2649,6123,13
2650,2335,32
2651,6447,27
2652,2153,46
2653,6275,21
2654,2140,13
2655,221,39
2656,1872,17
2657,5070,8
2658,2797,50
2659,5341,67
2660,3991,37
2661,5616,12
2662,2085,51
2663,5816,18
2664,3591,45
2665,569,27
2666,2119,40
2667,3830,18
2668,4946,28
2669,4326,42
2670,256,81
2671,1420,130
2672,2404,9
2673,3368,136
2674,1746,48
2675,4719,13
2676,4531,10
2677,4195,13
2678,6509,11
2679,2600,20
2680,3534,11
2681,2719,19
2682,2857,40
2683,5994,67
2684,1222,5
2685,797,5
2686,2428,38
2687,3533,52
2688,18,42
2689,3429,27
2690,6401,16
2691,1414,45
2692,5685,2
2693,3412,53
2694,5454,59
2695,908,7
2696,4043,39
2697,2181,42
2698,5197,2
2699,2908,96
2700,275,5
2701,197,13
2702,1856,39
2703,868,76
2704,2550,17
2705,2107,13
2706,2499,35
2707,4142,5
2708,2090,13
2709,5537,14
2710,6492,53
2711,4629,39
2712,801,25
2713,6512,15
2714,3393,48
2715,6107,21
2716,114,4
2717,45,10
2718,2105,65
2719,4434,80
2720,2535,37
2721,5980,77
2722,6088,61
2723,4978,7
2724,2129,31
2725,3331,63
2726,2198,104
2727,4222,35
2728,3958,30
2729,5050,141
2730,3697,44
2731,4486,22
2732,1205,58
2733,4234,32
2734,4404,29
2735,1505,45
2736,2378,47
2737,5469,26
2738,503,50
2739,341,52
2740,134,53
2741,4866,12
2742,1462,32
2743,5516,8
2744,1834,44
2745,268,18
2746,4067,7
2747,5871,50
2748,3822,55
2749,5743,20
2750,3141,90
2751,4884,80
2752,3369,41
2753,3103,36
2754,6305,22
2755,209,25
2756,5528,61
2757,5666,41
2758,4487,41
2759,1839,23
2760,2308,47
2761,225,11
2762,5773,29
2763,427,63
2764,592,40
2765,5328,49
2766,6222,55
2767,2867,81
2768,4257,109
2769,2400,43
2770,1627,29
2771,3399,84
2772,385,55
2773,1813,38
2774,924,36
2775,530,127
2776,6540,59
2777,4806,127
2778,2028,32
2779,2137,133
2780,2729,69
2781,3842,23
2782,1960,43
2783,3587,6
2784,1858,30
2785,2461,30
2786,6250,71
2787,1053,17
2788,2705,21
2789,4157,22
2790,2024,68
2791,5807,11
2792,2055,29
2793,2556,80
2794,3649,20
2795,3191,8
2796,6117,17
2797,3491,25
2798,1529,9
2799,1314,77
2800,4895,43
2801,1959,10
2802,2161,23
2803,3552,50
2804,1117,53
2805,5144,46
2806,5075,36
2807,5735,23
2808,1402,78
2809,2855,21
2810,1073,72
2811,6366,33
2812,415,28
2813,2060,34
2814,1562,16
2815,5584,63
2816,6572,45
2817,6065,50
2818,704,48
2819,2314,57
2820,1633,9
2821,2561,256
2822,2911,6
2823,4356,20
2824,2113,32
2825,6294,94
2826,740,9
2827,5973,14
2828,5704,6
2829,4720,75
2830,3095,93
2831,1503,118
2832,4818,210
2833,3541,7
2834,3868,108
2835,3089,197
2836,2733,24
2837,247,127
2838,1268,254
2839,2479,103
2840,2284,133
2841,6201,186
2842,5615,20
2843,6399,27
2844,1983,91
2845,6277,76
2846,713,82
2847,999,94
2848,2388,104
2849,2021,64
2850,1327,6
2851,5220,12
2852,6395,5
2853,2920,10
2854,231,23
2855,918,37
2856,1437,5
2857,2080,56
2858,4158,44
2859,689,21
2860,2789,21
2861,5424,15
2862,4840,72
2863,1016,44
2864,4281,9
2865,2651,11
2866,3588,32
2867,2563,15
2868,5112,104
2869,3492,171
2870,978,75
2871,3463,114
2872,4041,36
2873,3726,129
2874,1831,62
2875,2812,62
2876,1650,55
2877,4926,16
2878,5119,71
2879,6127,10
2880,4439,14
2881,3631,124
2882,3401,30
2883,5148,80
2884,4418,31
2885,2364,19
2886,2319,18
2887,31,136
2888,6129,11
2889,2029,14
2890,5042,33
2891,4551,8
2892,3388,12
2893,5300,19
2894,3425,46
2895,4386,102
2896,1139,112
2897,4699,128
2898,855,26
2899,6564,118
2900,5579,1
2901,3825,5
2902,6068,56
2903,3577,23
2904,1391,24
2905,896,32
2906,2369,54
2907,2828,154
2908,3014,17
2909,3317,133
2910,4440,81
2911,5609,37
2912,5004,37
2913,2599,56
2914,1309,16
2915,5362,47
2916,3993,159
2917,3161,34
2918,627,21
2919,6256,44
2920,3888,45
2921,5202,20
2922,3284,52
2923,78,55
2924,5634,37
2925,2678,21
2926,2968,27
2927,2243,54
2928,5640,19
2929,1713,90
2930,1571,9
2931,3660,25
2932,6019,18
2933,4700,15
2934,494,34
2935,5964,69
2936,6021,4
2937,5436,162
2938,1762,239
2939,4074,43
2940,6017,11
2941,2878,13
2942,3025,55
2943,4508,43
2944,5239,19
2945,1023,32
2946,6172,91
2947,2946,41
2948,1450,59
2949,5218,51
2950,5071,32
2951,963,74
2952,6187,13
2953,5552,19
2954,6463,72
2955,5798,31
2956,2185,61
2957,3744,41
2958,1428,53
2959,3086,16
2960,1046,57
2961,4897,51
2962,966,64
2963,48,34
2964,5835,21
2965,405,54
2966,2370,12
2967,181,63
2968,549,22
2969,2847,2
2970,3887,26
2971,3586,49
2972,2529,39
2973,3864,51
2974,3942,94
2975,470,14
2976,6334,11
2977,1779,15
2978,6176,23
2979,1313,16
2980,940,36
2981,5085,8
2982,1248,34
2983,5513,27
2984,3450,30
2985,2850,23
2986,2495,21
2987,4789,6
2988,2146,41
2989,1000,12
2990,3575,3
2991,6491,63
2992,2661,63
2993,6565,13
2994,4173,50
2995,4436,35
2996,2133,27
2997,2645,51
2998,5622,78
2999,1204,32
3000,2286,19
3001,5984,41
3002,4766,18
3003,6376,47
3004,491,5
3005,4099,162
3006,4550,40
3007,5568,56
3008,5641,30
3009,6479,15
3010,4519,60
3011,1211,37
3012,2605,224
3013,5264,93
3014,1999,90
3015,2437,11
3016,6392,15
3017,3735,8
3018,4236,32
3019,1082,47
3020,4272,45
3021,3260,15
3022,4064,42
3023,5282,39
3024,3964,19
3025,2205,14
3026,6052,26
3027,2706,18
3028,2647,43
3029,5145,45
3030,3390,50
3031,3325,34
3032,1165,13
3033,6320,31
3034,3440,15
3035,4905,52
3036,3225,29
3037,1515,48
3038,2716,27
3039,276,33
3040,2132,21
3041,1330,17
3042,309,25
3043,3849,19
3044,6377,32
3045,6221,31
3046,4869,63
3047,5325,31
3048,5625,14
3049,3968,154
3050,4822,41
3051,4932,7
3052,3350,16
3053,4775,9
3054,697,10
3055,4251,24
3056,3345,79
3057,5526,57
3058,4792,75
3059,747,147
3060,4802,81
3061,5003,5
3062,4163,31
3063,3210,64
3064,4676,69
3065,1460,85
3066,3231,4
3067,4204,30
3068,5392,105
3069,6046,122
3070,5358,76
3071,2930,20
3072,4035,18
3073,5930,36
3074,3081,140
3075,5859,80
3076,2903,29
3077,5719,17
3078,1479,13
3079,2027,35
3080,3984,93
3081,5331,22
3082,1374,17
3083,2199,10
3084,5678,6
3085,2709,73
3086,4677,3
3087,1994,54
3088,2326,18
3089,3967,23
3090,2788,18
3091,204,32
3092,2665,22
3093,1337,109
3094,1656,113
3095,5652,73
3096,3045,57
3097,1860,64
3098,2618,22
3099,3229,71
3100,1687,216
3101,3986,31
3102,249,90
3103,6039,85
3104,4649,87
3105,2614,76
3106,1477,10
3107,3341,15
3108,2004,5
3109,2487,4
3110,744,14
3111,5190,72
3112,6151,22
3113,4094,11
3114,2447,57
3115,4776,29
3116,401,121
3117,2537,94
3118,902,25
3119,6423,42
3120,1539,32
3121,4510,29
3122,3568,21
3123,3318,17
3124,5234,137
3125,3059,39
3126,5423,27
3127,3211,7
3128,4595,58
3129,2422,7
3130,4291,79
3131,1137,14
3132,5742,16
3133,2598,15
3134,3201,4
3135,2852,110
3136,487,24
3137,3910,80
3138,1545,41
3139,5292,21
3140,709,38
3141,6094,19
3142,3814,51
3143,2889,10
3144,1845,97
3145,3963,55
3146,5111,24
3147,671,24
3148,605,28
3149,319,38
3150,6024,10
3151,6264,33
3152,222,29
3153,2390,20
3154,4256,19
3155,4534,21
3156,6432,9
3157,5663,6
3158,3837,18
3159,600,14
3160,4433,27
3161,1413,74
3162,3164,180
3163,633,8
3164,1730,18
3165,1785,13
3166,3199,62
3167,4546,58
3168,4506,1
3169,1254,71
3170,1081,57
3171,1140,14
3172,4558,101
3173,535,46
3174,2525,15
3175,3079,23
3176,2063,24
3177,852,11
3178,5403,11
3179,5936,36
3180,3783,7
3181,4180,19
3182,4289,71
3183,4397,49
3184,6269,42
3185,892,15
3186,3179,30
3187,1735,16
3188,139,15
3189,414,7
3190,4523,11
3191,3891,9
3192,25,1
3193,5441,17
3194,2177,122
3195,774,9
3196,5103,14
3197,5367,38
3198,3147,23
3199,6533,18
3200,4661,61
3201,5372,24
3202,6239,35
3203,4530,27
3204,4583,25
3205,6385,39
3206,3954,69
3207,3923,46
3208,670,18
3209,6468,55
3210,1667,22
3211,3529,38
3212,878,57
3213,1579,8
3214,994,22
3215,2609,39
3216,59,34
3217,5800,53
3218,5916,22
3219,3282,32
3220,2610,45
3221,4454,14
3222,5811,76
3223,1261,4
3224,4888,17
3225,4554,22
3226,2125,10
3227,1217,6
3228,5417,3
3229,5106,15
3230,5644,8
3231,5665,52
3232,4110,21
3233,795,16
3234,1812,46
3235,233,22
3236,3733,119
3237,6240,22
3238,1083,48
3239,1900,39
3240,3931,42
3241,3885,41
3242,5783,78
3243,2937,55
3244,4185,8
3245,4520,37
3246,1293,94
3247,200,38
3248,3113,156
3249,5326,51
3250,848,45
3251,3663,23
3252,3671,16
3253,2737,8
3254,1034,32
3255,2549,60
3256,4526,18
3257,5821,10
3258,4670,7
3259,2435,37
3260,314,76
3261,2337,15
3262,1397,56
3263,563,35
3264,5271,161
3265,5014,34
3266,2271,111
3267,1603,59
3268,3960,37
3269,4525,91
3270,1203,57
3271,4366,74
3272,2180,30
3273,1870,170
3274,4283,57
3275,3351,11
3276,1075,11
3277,207,11
3278,365,33
3279,4690,38
3280,4420,77
3281,2457,63
3282,1886,103
3283,273,14
3284,4717,94
3285,6527,37
3286,15,40
3287,5411,44
3288,2631,32
3289,989,32
3290,1435,31
3291,2379,31
3292,3578,42
3293,1241,27
3294,4042,174
3295,913,52
3296,2168,84
3297,2014,7
3298,632,85
3299,873,51
3300,4365,38
3301,159,60
3302,1089,58
3303,581,52
3304,5455,9
3305,1173,69
3306,3515,29
3307,228,18
3308,3018,26
3309,3272,56
3310,3584,19
3311,4809,26
3312,597,26
3313,5133,21
3314,6307,2
3315,1522,22
3316,2873,34
3317,4130,15
3318,906,37
3319,6271,10
3320,3466,36
3321,5295,16
3322,6243,33
3323,1141,29
3324,1317,91
3325,3635,71
3326,5904,58
3327,130,31
3328,2134,22
3329,5965,30
3330,2270,47
3331,4576,31
3332,5658,22
3333,6268,20
3334,1364,3
3335,6185,6
3336,5321,33
3337,750,46
3338,2653,25
3339,666,75
3340,74,89
3341,2456,138
3342,6246,12
3343,3668,24
3344,5446,7
3345,5156,28
3346,6498,7
3347,1115,22
3348,2779,12
3349,1965,22
3350,1216,74
3351,5337,11
3352,5776,10
3353,334,11
3354,2548,9
3355,3828,118
3356,2740,40
3357,1863,116
3358,4026,93
3359,4005,47
3360,5265,18
3361,1589,6
3362,371,56
3363,4179,24
3364,2601,8
3365,2669,9
3366,4688,24
3367,1461,23
3368,6413,33
3369,3799,68
3370,5329,25
3371,1659,7
3372,1120,23
3373,3180,47
3374,2229,23
3375,4853,43
3376,2298,20
3377,5191,16
3378,832,12
3379,3815,45
3380,5269,19
3381,1743,28
3382,4537,8
3383,5029,77
3384,1766,43
3385,298,22
3386,4221,27
3387,3192,23
3388,3503,12
3389,6031,16
3390,732,34
3391,2646,17
3392,1346,31
3393,1214,13
3394,4280,19
3395,2791,41
3396,5893,38
3397,5175,43
3398,2794,129
3399,3309,17
3400,120,16
3401,2592,15
3402,2246,38
3403,318,13
3404,2596,123
3405,4785,43
3406,5989,36
3407,5131,48
3408,1423,23
3409,2544,55
3410,2689,9
3411,507,35
3412,5837,68
3413,2897,90
3414,2038,91
3415,4949,17
3416,1657,2
3417,1483,52
3418,3240,72
3419,660,9
3420,3105,2
3421,6212,9
3422,4361,77
3423,3162,61
3424,4200,5
3425,4114,16
3426,6132,9
3427,2892,13
3428,2465,14
3429,1798,16
3430,5074,11
3431,3811,34
3432,888,34
3433,623,7
3434,1230,26
3435,3760,162
3436,4709,6
3437,3152,199
3438,2648,158
3439,1879,25
3440,5997,9
3441,3626,12
3442,3381,26
3443,2221,8
3444,5482,24
3445,2275,33
3446,5523,19
3447,915,12
3448,5826,16
3449,4253,19
3450,5041,25
3451,4261,9
3452,3217,19
3453,3010,7
3454,2514,8
3455,5316,111
3456,1737,17
3457,4269,9
3458,3167,29
3459,3262,22
3460,5180,49
3461,67,35
3462,2365,57
3463,5510,26
3464,6511,26
3465,3800,16
3466,3257,14
3467,4264,28
3468,2658,26
3469,6253,26
3470,6270,15
3471,3502,28
3472,434,34
3473,141,93
3474,3005,55
3475,6556,31
3476,4973,31
3477,103,18
3478,789,13
3479,1936,17
3480,6011,18
3481,4050,38
3482,3468,26
3483,5416,13
3484,4804,14
3485,6227,17
3486,1012,19
3487,5630,22
3488,1668,32
3489,3001,31
3490,4784,27
3491,766,25
3492,512,13
3493,2354,9
3494,4976,27
3495,1498,27
3496,5501,25
3497,4642,10
3498,3088,11
3499,2804,43
3500,5304,46
3501,1363,32
3502,2237,32
3503,5944,2
3504,4769,31
3505,2628,8
3506,5988,40
3507,5680,11
3508,6410,155
3509,5219,55
3510,736,5
3511,3022,97
3512,2518,4
3513,3925,7
3514,5553,8
3515,1613,69
3516,5873,55
3517,1885,14
3518,6086,41
3519,3125,43
3520,3573,17
3521,2083,9
3522,6049,10
3523,3758,17
3524,2356,13
3525,342,44
3526,4156,79
3527,1688,8
3528,4631,11
3529,4207,29
3530,316,31
3531,6372,38
3532,4020,61
3533,3233,79
3534,2668,37
3535,3860,10
3536,5750,19
3537,5791,13
3538,849,26
3539,1873,8
3540,6297,48
3541,1677,13
3542,3763,10
3543,70,9
3544,6331,2
3545,1251,49
3546,3237,25
3547,1778,39
3548,2124,67
3549,1486,23
3550,6302,9
3551,6158,16
3552,5051,68
3553,1481,58
3554,2955,176
3555,2547,13
3556,499,35
3557,1383,36
3558,6090,35
3559,4108,46
3560,3820,19
3561,2830,12
3562,4423,12
3563,1447,67
3564,2898,17
3565,706,46
3566,2034,59
3567,6300,127
3568,2169,10
3569,1705,38
3570,4672,21
3571,6058,21
3572,2822,31
3573,4730,63
3574,3916,34
3575,4461,18
3576,1577,53
3577,6266,11
3578,5887,13
3579,3692,24
3580,5123,72
3581,4668,46
3582,3953,40
3583,4123,37
3584,5947,42
3585,1283,20
3586,1403,5
3587,5189,58
3588,2697,74
3589,1281,23
3590,5249,60
3591,3920,40
3592,4835,38
3593,203,68
3594,1255,31
3595,5601,36
3596,1367,14
3597,1148,31
3598,1570,36
3599,4198,4
3600,5168,55
3601,3702,9
3602,3117,34
3603,1170,29
3604,1964,26
3605,506,21
3606,1644,38
3607,5785,43
3608,976,48
3609,748,78
3610,4380,54
3611,1666,3
3612,1055,17
3613,3140,21
3614,3839,42
3615,1442,50
3616,4741,67
3617,6494,43
3618,2338,44
3619,1419,51
3620,3933,66
3621,5829,18
3622,4172,9
3623,1970,37
3624,5077,10
3625,4711,11
3626,4287,8
3627,2355,35
3628,5434,21
3629,2347,12
3630,1105,56
3631,6321,37
3632,6120,9
3633,6391,6
3634,2644,11
3635,1865,68
3636,122,9
3637,3989,47
3638,4465,36
3639,3903,44
3640,4408,40
3641,6521,43
3642,1771,6
3643,1662,16
3644,3816,17
3645,5386,6
3646,1889,31
3647,2608,10
3648,1424,30
3649,2985,14
